player,team,pk_blocks,pk_takeaways,pk_giveaways,pk_hits,pk_faceoff_wins,pk_faceoff_losses,pk_penalties_taken,pk_faceoff_pct,season
Evgenii Dadonov,DAL,2,0,0,0,0,0,0,,20232024
Radim Zohorna,PIT,0,1,0,1,1,2,0,33.33333333333333,20232024
Vinnie Hinostroza,PIT,0,0,0,0,0,1,0,0.0,20232024
Jared Spurgeon,MIN,1,0,0,0,0,0,0,,20232024
Devon Levi,BUF,0,0,1,0,0,0,0,,20232024
Oliver Ekman-Larsson,FLA,1,1,1,0,0,0,0,,20232024
Tyson Foerster,PHI,1,0,0,0,0,0,0,,20232024
Brandon Hagel,TBL,0,0,0,0,0,0,1,,20232024
Calen Addison,SJS,0,0,1,0,0,0,0,,20232024
Nikita Okhotiuk,SJS,0,0,1,0,0,0,0,,20232024
Gustav Nyquist,NSH,0,0,4,0,0,0,0,,20232024
Juuso Parssinen,NSH,0,1,0,0,1,1,0,50.0,20232024
Sean Walker,PHI,1,0,0,0,0,0,0,,20232024
Aaron Ekblad,FLA,0,0,2,0,0,0,0,,20232024
Drew O'Connor,PIT,0,0,0,0,0,1,0,0.0,20232024
Taylor Hall,CHI,0,0,0,0,0,1,0,0.0,20232024
Lukas Reichel,CHI,1,0,1,0,1,1,0,50.0,20232024
Corey Perry,CHI,1,0,0,0,0,0,0,,20232024
Michael Eyssimont,TBL,0,0,0,1,0,0,0,,20232024
Brett Pesce,CAR,1,0,0,0,0,0,0,,20232024
Philip Broberg,EDM,0,1,0,0,0,0,0,,20232024
Evan Rodrigues,FLA,0,0,0,0,0,1,0,0.0,20232024
Eetu Luostarinen,FLA,1,0,0,0,0,0,0,,20232024
Rasmus Sandin,WSH,0,1,1,0,0,0,0,,20232024
Nic Dowd,WSH,0,0,0,0,1,0,0,100.0,20232024
Joe Veleno,DET,1,0,0,0,4,6,0,40.0,20232024
Barclay Goodrow,NYR,0,0,0,0,0,1,0,0.0,20232024
Darnell Nurse,EDM,0,1,0,0,0,0,1,,20232024
Patrik Laine,CBJ,0,0,1,0,2,1,0,66.66666666666666,20232024
Egor Chinakhov,CBJ,0,0,1,0,0,0,0,,20232024
Brock Boeser,VAN,1,0,0,0,0,0,0,,20232024
Ilya Mikheyev,VAN,1,0,0,0,0,0,0,,20232024
Oliver Wahlstrom,NYI,0,0,0,0,1,0,0,100.0,20232024
Jeremy Swayman,BOS,0,0,1,0,0,0,0,,20232024
Kent Johnson,CBJ,0,1,0,0,1,0,0,100.0,20232024
Josh Morrissey,WPG,2,1,0,0,0,0,0,,20232024
Cole Guttman,CHI,0,0,0,0,0,1,0,0.0,20232024
Lukas Dostal,ANA,0,0,1,0,0,0,0,,20232024
Dillon Dube,CGY,0,0,0,0,0,2,0,0.0,20232024
Adam Ruzicka,CGY,0,0,1,0,2,0,0,100.0,20232024
Juuso Välimäki,ARI,0,0,1,0,0,0,0,,20232024
Lawson Crouse,ARI,1,0,0,0,2,0,0,100.0,20232024
Christian Dvorak,MTL,0,0,0,0,3,0,0,100.0,20232024
Nils Aman,VAN,0,0,0,0,0,1,0,0.0,20232024
Gabriel Vilardi,WPG,0,0,0,0,1,4,0,20.0,20232024
Mathew Dumba,ARI,0,0,0,2,0,0,0,,20232024
Semyon Varlamov,NYI,0,0,1,0,0,0,0,,20232024
Patrick Kane,DET,0,0,1,0,0,0,0,,20232024
Mike Reilly,NYI,0,0,1,0,0,0,0,,20232024
Michael Rasmussen,DET,2,0,0,0,2,0,0,100.0,20232024
Blake Coleman,CGY,0,1,0,0,0,0,0,,20232024
A.J. Greer,CGY,0,0,0,0,0,1,0,0.0,20232024
Alex Iafallo,WPG,0,0,1,0,0,0,0,,20232024
Adam Fox,NYR,0,1,0,0,0,0,0,,20232024
Jakub Lauko,BOS,0,0,0,0,0,1,0,0.0,20232024
Mitchell Stephens,MTL,0,0,0,0,0,1,0,0.0,20232024
