player,team,pk_blocks,pk_takeaways,pk_giveaways,pk_hits,pk_faceoff_wins,pk_faceoff_losses,pk_penalties_taken,pk_faceoff_pct,season
Michael Carcone,UTA,0,0,0,1,0,0,0,,20242025
Dylan Cozens,OTT,0,0,0,0,4,2,0,66.66666666666666,20242025
Vinni Lettieri,BOS,2,0,1,0,0,1,0,0.0,20242025
Lukas Dostal,ANA,0,0,2,0,0,0,0,,20242025
Jordan Oesterle,NSH,0,0,0,1,0,0,0,,20242025
Jakub Lauko,BOS,0,0,0,0,0,2,0,0.0,20242025
Logan Stankoven,CAR,1,0,2,0,0,1,2,0.0,20242025
Olle Lycksell,PHI,0,0,1,0,0,0,0,,20242025
Mikko Rantanen,DAL,0,0,0,1,0,0,1,,20242025
Sean Durzi,UTA,0,0,0,0,0,0,1,,20242025
Reilly Smith,VGK,0,0,1,0,0,0,0,,20242025
Luca Cagnoni,SJS,1,0,0,0,0,0,0,,20242025
Nikolai Kovalenko,SJS,0,0,0,0,2,0,0,100.0,20242025
Mark Jankowski,CAR,0,0,0,0,0,2,3,0.0,20242025
Henri Jokiharju,BOS,1,0,0,1,0,0,0,,20242025
Zack Ostapchuk,SJS,0,0,0,0,1,1,0,50.0,20242025
Collin Graf,SJS,0,0,1,0,0,0,0,,20242025
Marat Khusnutdinov,BOS,0,1,3,0,0,0,0,,20242025
Josh Morrissey,WPG,1,0,0,0,0,0,0,,20242025
David Perron,OTT,0,0,1,1,0,0,0,,20242025
Fedor Svechkov,NSH,0,0,0,0,0,1,0,0.0,20242025
Urho Vaakanainen,NYR,0,0,0,0,0,0,1,,20242025
Alex Ovechkin,WSH,0,0,1,3,0,0,0,,20242025
Kyle MacLean,NYI,0,0,0,0,0,1,0,0.0,20242025
Fabian Zetterlund,OTT,1,0,0,0,0,0,0,,20242025
Cam Lund,SJS,0,0,0,0,1,0,0,100.0,20242025
Matt Coronato,CGY,0,0,0,0,2,0,0,100.0,20242025
Jonathan Huberdeau,CGY,0,0,1,0,0,0,0,,20242025
Oliver Bjorkstrand,TBL,1,0,0,0,0,0,0,,20242025
Corey Perry,EDM,0,0,0,0,1,0,0,100.0,20242025
Jake Walman,EDM,1,0,1,0,0,0,0,,20242025
Viktor Arvidsson,EDM,0,0,1,0,0,0,0,,20242025
Kevin Rooney,CGY,0,0,0,0,1,0,0,100.0,20242025
Oliver Moore,CHI,0,0,0,0,0,1,0,0.0,20242025
Fraser Minten,BOS,0,0,0,0,1,1,0,50.0,20242025
Parker Wotherspoon,BOS,0,0,0,1,0,0,0,,20242025
Brad Marchand,FLA,0,1,1,0,0,0,0,,20242025
Nico Sturm,FLA,0,0,0,0,1,0,0,100.0,20242025
Brock Nelson,COL,0,0,0,0,1,1,0,50.0,20242025
Parker Kelly,COL,0,0,1,0,0,0,0,,20242025
Jack Drury,COL,0,0,0,0,1,2,0,33.33333333333333,20242025
Pontus Holmberg,TOR,0,0,0,0,0,1,0,0.0,20242025
